Keyword,Position,Word,Frequency,Log-Likelihood,Significance
Significance thresholds:,,,,,
,,,,LL >= 15.13,p < 0.0001
,,,,LL >= 10.83,p < 0.001
,,,,LL >= 6.63,p < 0.01
,,,,LL >= 3.84,p < 0.05
,,,,,
,,,,,
WORD: daulat,,,,,
hatta,Right,baginda,15,0,not significant
hatta,Right,kepada,15,18.77,p < 0.0001
hatta,Right,sang,14,19.43,p < 0.0001
hatta,Right,tuah,13,0,not significant
hatta,Right,tun,13,0,not significant
hatta,Right,puteri,12,45.5,p < 0.0001
hatta,Right,terlalu,12,4.47,p < 0.05
hatta,Right,datanglah,12,49.77,p < 0.0001
hatta,Right,ia,12,3.44,not significant
hatta,Right,oranglah,12,22.71,p < 0.0001
hatta,Right,tuan,11,12.17,p < 0.001
hatta,Right,besar,11,21.94,p < 0.0001
hatta,Right,jebat,11,2.57,not significant
hatta,Right,penjurit,11,23.51,p < 0.0001
hatta,Right,tiada,10,0,not significant
hatta,Right,kuala,10,46.84,p < 0.0001
hatta,Right,patih,10,0,not significant
hatta,Right,hendak,9,0,not significant
hatta,Right,kata,9,0,not significant
hatta,Right,palembang,9,40.26,p < 0.0001
hatta,Right,antaranya,9,62.44,p < 0.0001
hatta,Right,demikian,9,2.25,not significant
hatta,Right,surat,9,13.53,p < 0.001
hatta,Right,pulau,8,28.65,p < 0.0001
hatta,Right,beberapa,8,29.3,p < 0.0001
hatta,Right,turun,8,15.39,p < 0.0001
hatta,Right,gajah,8,0,not significant
hatta,Right,berjalan,8,10.7,p < 0.01
hatta,Right,pula,7,4.43,p < 0.05
hatta,Right,anak,7,1.24,not significant
hatta,Right,sampai,7,13.63,p < 0.001
,,,,,
WORD: taala,,,,,
taala,Left,allah,146,1244.87,p < 0.0001
taala,Left,maka,96,0,not significant
taala,Left,insya,55,481.74,p < 0.0001
taala,Left,pun,52,0,not significant
taala,Left,laksamana,51,20.9,p < 0.0001
taala,Left,raja,36,9.14,p < 0.01
taala,Left,tuanku,28,44.33,p < 0.0001
taala,Left,tiada,26,30.59,p < 0.0001
taala,Left,wa,23,196.77,p < 0.0001
taala,Left,hendak,23,30.47,p < 0.0001
taala,Left,tun,23,10.79,p < 0.01
taala,Left,orang,22,0.58,not significant
taala,Left,subhanahu,22,193.93,p < 0.0001
taala,Left,patik,20,9.52,p < 0.01
taala,Left,kata,20,8.4,p < 0.01
taala,Left,daulat,20,48.85,p < 0.0001
taala,Left,melihat,19,48.99,p < 0.0001
taala,Left,kita,18,4.86,p < 0.05
taala,Left,tuah,18,12.12,p < 0.001
taala,Left,hamba,18,29.47,p < 0.0001
taala,Left,sembah,17,7.89,p < 0.01
taala,Left,kerana,15,12.45,p < 0.001
taala,Left,taala,15,65.82,p < 0.0001
taala,Left,lalu,14,0,not significant
taala,Left,takdir,14,122.11,p < 0.0001
taala,Left,syah,13,32.48,p < 0.0001
taala,Left,tetapi,13,38.46,p < 0.0001
taala,Left,segala,12,0,not significant
taala,Left,hang,12,0,not significant
taala,Left,baginda,12,0,not significant
taala,Left,alam,12,23.64,p < 0.0001
taala,Left,adapun,11,13.48,p < 0.001
taala,Left,duli,11,5.57,p < 0.05
taala,Left,diturunkan,10,75.47,p < 0.0001
taala,Left,negeri,10,8.94,p < 0.01
taala,Left,kekayaan,10,79.11,p < 0.0001
taala,Left,ia,10,0.11,not significant
taala,Left,tiadalah,10,40.58,p < 0.0001
taala,Left,melaka,10,0,not significant
taala,Left,lagi,10,9.71,p < 0.01
taala,Left,barang,9,23.32,p < 0.0001
taala,Left,kasih,9,36.08,p < 0.0001
taala,Left,titah,9,0,not significant
taala,Left,datang,9,0,not significant
taala,Left,seraya,9,18.52,p < 0.0001
taala,Left,berkata,9,23.23,p < 0.0001
taala,Left,mana,9,14,p < 0.001
taala,Left,kaya,9,21.89,p < 0.0001
taala,Left,bahawa,8,36.01,p < 0.0001
taala,Left,sekarang,8,17.88,p < 0.0001
taala,Right,maka,129,17.41,p < 0.0001
taala,Right,pun,73,0,not significant
taala,Right,laksamana,46,11.51,p < 0.001
taala,Right,patik,35,57.47,p < 0.0001
taala,Right,raja,34,6.34,p < 0.05
taala,Right,orang,28,15.55,p < 0.0001
taala,Right,setelah,26,10.89,p < 0.001
taala,Right,segala,24,3.13,not significant
taala,Right,hamba,24,54.22,p < 0.0001
taala,Right,baginda,23,20.59,p < 0.0001
taala,Right,tiada,22,19.56,p < 0.0001
taala,Right,duli,22,42.67,p < 0.0001
taala,Right,kata,21,11.85,p < 0.001
taala,Right,melaka,20,25.07,p < 0.0001
taala,Right,hendak,16,10.33,p < 0.01
taala,Right,allah,16,66.42,p < 0.0001
taala,Right,tuah,15,5.33,p < 0.05
taala,Right,kita,15,0,not significant
taala,Right,taala,15,66.52,p < 0.0001
taala,Right,kembali,15,38.53,p < 0.0001
taala,Right,datang,14,4.15,p < 0.05
taala,Right,terlalu,14,11.45,p < 0.001
taala,Right,negeri,14,22.59,p < 0.0001
taala,Right,atas,14,31.85,p < 0.0001
taala,Right,sembah,13,0,not significant
taala,Right,bendahara,13,0,not significant
taala,Right,tun,12,0,not significant
taala,Right,melihat,11,16.86,p < 0.0001
taala,Right,kerana,11,2.82,not significant
taala,Right,hang,11,0,not significant
taala,Right,dipertuan,11,19.53,p < 0.0001
taala,Right,sang,10,8.51,p < 0.01
taala,Right,seperti,10,10.31,p < 0.01
taala,Right,mati,10,23.72,p < 0.0001
taala,Right,paduka,10,14.11,p < 0.001
taala,Right,jika,10,11.91,p < 0.001
taala,Right,menengar,10,6.45,p < 0.05
taala,Right,syah,10,20.21,p < 0.0001
taala,Right,lalu,10,0,not significant
taala,Right,kepada,9,3.3,not significant
taala,Right,demikian,9,3.48,not significant
taala,Right,majapahit,9,19.37,p < 0.0001
taala,Right,anakku,9,17.57,p < 0.0001
taala,Right,si,9,15.21,p < 0.0001
taala,Right,jebat,9,0,not significant
taala,Right,alam,9,12.98,p < 0.001
taala,Right,daripada,9,10.27,p < 0.01
taala,Right,ia,8,0,not significant
taala,Right,turun,8,16.48,p < 0.0001
taala,Right,adapun,8,5.08,p < 0.05
,,,,,
WORD: rakyat,,,,,
rakyat,Left,segala,111,379.32,p < 0.0001
rakyat,Left,maka,100,0,not significant
rakyat,Left,pun,74,8.11,p < 0.01
rakyat,Left,raja,47,49.71,p < 0.0001
rakyat,Left,baginda,28,42.34,p < 0.0001
rakyat,Left,negeri,28,90.27,p < 0.0001
rakyat,Left,bendahara,21,13.4,p < 0.001
rakyat,Left,setelah,19,0.29,not significant
rakyat,Left,orang,19,0.07,not significant
rakyat,Left,pegawai,18,44.89,p < 0.0001
rakyat,Left,titah,18,18.08,p < 0.0001
rakyat,Left,baik,17,45.75,p < 0.0001
rakyat,Left,kita,16,4.88,p < 0.05
rakyat,Left,menteri,16,53.1,p < 0.0001
rakyat,Left,laksamana,16,0,not significant
rakyat,Left,terlalu,15,17.69,p < 0.0001
rakyat,Left,besar,14,39.71,p < 0.0001
rakyat,Left,hari,13,27.49,p < 0.0001
rakyat,Left,demikian,13,17.49,p < 0.0001
rakyat,Left,lalu,13,0.07,not significant
rakyat,Left,pergi,12,18.93,p < 0.0001
rakyat,Left,sembah,12,0.46,not significant
rakyat,Left,patik,12,0,not significant
rakyat,Left,tuanku,11,0,not significant
rakyat,Left,puluh,11,26.56,p < 0.0001
rakyat,Left,patih,11,4.12,p < 0.05
rakyat,Left,seri,11,12.5,p < 0.001
rakyat,Left,empat,11,22.36,p < 0.0001
rakyat,Left,hendak,10,0,not significant
rakyat,Left,kata,10,0,not significant
rakyat,Left,hulubalang,10,29.32,p < 0.0001
rakyat,Left,hai,10,11.17,p < 0.001
rakyat,Left,ia,10,2.82,not significant
rakyat,Left,sang,9,7.78,p < 0.01
rakyat,Left,melihat,9,12.19,p < 0.001
rakyat,Left,tuan,9,9.58,p < 0.01
rakyat,Left,membawa,9,23.73,p < 0.0001
rakyat,Left,melaka,9,0,not significant
rakyat,Left,keluar,8,15.58,p < 0.0001
rakyat,Left,atas,8,11.03,p < 0.001
rakyat,Left,petuanan,8,18.63,p < 0.0001
rakyat,Left,mengerahkan,8,38.92,p < 0.0001
rakyat,Left,temenggung,8,12.62,p < 0.001
rakyat,Left,hang,8,0,not significant
rakyat,Left,betara,8,1.88,not significant
rakyat,Left,suruh,8,22.85,p < 0.0001
rakyat,Left,seperti,8,6.47,p < 0.05
rakyat,Left,baiklah,7,11.16,p < 0.001
rakyat,Left,gajah,7,0,not significant
rakyat,Left,alam,7,8.14,p < 0.01
rakyat,Right,maka,128,43.53,p < 0.0001
rakyat,Right,pun,94,54.99,p < 0.0001
rakyat,Right,segala,40,54.92,p < 0.0001
rakyat,Right,negeri,33,117.13,p < 0.0001
rakyat,Right,raja,31,6.89,p < 0.01
rakyat,Right,baginda,28,42.26,p < 0.0001
rakyat,Right,setelah,26,16.63,p < 0.0001
rakyat,Right,sekalian,25,78.9,p < 0.0001
rakyat,Right,orang,25,13.73,p < 0.001
rakyat,Right,kita,23,23.64,p < 0.0001
rakyat,Right,laksamana,21,0,not significant
rakyat,Right,bendahara,18,5.88,p < 0.05
rakyat,Right,pergi,15,30.31,p < 0.0001
rakyat,Right,datang,15,9.83,p < 0.01
rakyat,Right,tiada,15,5.16,p < 0.05
rakyat,Right,melaka,15,13.48,p < 0.001
rakyat,Right,titah,13,4.56,p < 0.05
rakyat,Right,terlalu,13,11.57,p < 0.001
rakyat,Right,sembah,12,0.42,not significant
rakyat,Right,patih,12,6.55,p < 0.05
rakyat,Right,sang,11,13.89,p < 0.001
rakyat,Right,seperti,11,15.86,p < 0.0001
rakyat,Right,empat,11,22.33,p < 0.0001
rakyat,Right,hendak,10,0,not significant
rakyat,Right,mana,10,20.33,p < 0.0001
rakyat,Right,bukit,10,40.2,p < 0.0001
rakyat,Right,baik,10,16.27,p < 0.0001
rakyat,Right,alam,9,14.96,p < 0.001
rakyat,Right,patik,9,0,not significant
rakyat,Right,hari,9,12.39,p < 0.001
rakyat,Right,jangan,9,30.75,p < 0.0001
rakyat,Right,suruh,9,27.8,p < 0.0001
rakyat,Right,ribu,9,47.06,p < 0.0001
rakyat,Right,jebat,9,1.71,not significant
rakyat,Right,masuk,8,6.78,p < 0.01
rakyat,Right,syah,8,14.36,p < 0.001
rakyat,Right,pula,8,10.06,p < 0.01
rakyat,Right,kepada,8,2.81,not significant
rakyat,Right,indah,8,24.6,p < 0.0001
rakyat,Right,sampailah,8,20.02,p < 0.0001
rakyat,Right,anak,8,6.41,p < 0.05
rakyat,Right,berjalan,8,13.56,p < 0.001
rakyat,Right,masing,8,17.5,p < 0.0001
rakyat,Right,rakyat,8,31.99,p < 0.0001
rakyat,Right,hang,8,0,not significant
rakyat,Right,tuanku,7,0,not significant
rakyat,Right,gajah,7,0,not significant
rakyat,Right,melihat,7,5.94,p < 0.05
rakyat,Right,membawa,7,14.92,p < 0.001
rakyat,Right,banyak,7,9.15,p < 0.01
,,,,,
WORD: sebab,,,,,
sebab,Left,maka,92,0,not significant
sebab,Left,pun,58,0,not significant
sebab,Left,raja,33,17.48,p < 0.0001
sebab,Left,apa,26,112.88,p < 0.0001
sebab,Left,laksamana,24,0,not significant
sebab,Left,tiada,23,31.76,p < 0.0001
sebab,Left,patik,22,24.56,p < 0.0001
sebab,Left,baginda,21,23.44,p < 0.0001
sebab,Left,kerana,21,41,p < 0.0001
sebab,Left,datang,19,24.89,p < 0.0001
sebab,Left,bendahara,19,11.72,p < 0.001
sebab,Left,tuanku,18,20.68,p < 0.0001
sebab,Left,titah,17,18.18,p < 0.0001
sebab,Left,orang,17,0,not significant
sebab,Left,kata,17,9.26,p < 0.01
sebab,Left,melaka,17,22.63,p < 0.0001
sebab,Left,segala,15,0,not significant
sebab,Left,hendak,15,13.8,p < 0.001
sebab,Left,pula,13,31.34,p < 0.0001
sebab,Left,patih,13,11.54,p < 0.001
sebab,Left,hamba,13,18.67,p < 0.0001
sebab,Left,paduka,12,26.15,p < 0.0001
sebab,Left,sembah,12,2.61,not significant
sebab,Left,hang,12,0,not significant
sebab,Left,duli,12,13.56,p < 0.001
sebab,Left,terlalu,12,10.95,p < 0.001
sebab,Left,mati,12,37.67,p < 0.0001
sebab,Left,kita,12,0,not significant
sebab,Left,dipertuan,12,28.23,p < 0.0001
sebab,Left,anak,11,17.82,p < 0.0001
sebab,Left,tun,11,0,not significant
sebab,Left,seorang,11,25.47,p < 0.0001
sebab,Left,melihat,10,17.45,p < 0.0001
sebab,Left,setelah,10,0,not significant
sebab,Left,hai,10,12.96,p < 0.001
sebab,Left,ya,10,26.4,p < 0.0001
sebab,Left,daripada,10,17.54,p < 0.0001
sebab,Left,benua,10,31.12,p < 0.0001
sebab,Left,keling,10,37.29,p < 0.0001
sebab,Left,jebat,10,5.83,p < 0.05
sebab,Left,ia,9,2.25,not significant
sebab,Left,inderapura,9,32.15,p < 0.0001
sebab,Left,sekalian,8,8.48,p < 0.01
sebab,Left,besar,8,15.17,p < 0.0001
sebab,Left,tuah,8,0,not significant
sebab,Left,adapun,8,8.3,p < 0.01
sebab,Left,tua,7,20.48,p < 0.0001
sebab,Left,surat,7,10.78,p < 0.01
sebab,Left,betara,7,1.03,not significant
sebab,Left,lagi,7,4.95,p < 0.05
sebab,Right,maka,152,126.33,p < 0.0001
sebab,Right,pun,47,0,not significant
sebab,Right,tiada,43,111.7,p < 0.0001
sebab,Right,laksamana,38,8.98,p < 0.01
sebab,Right,patik,32,58.58,p < 0.0001
sebab,Right,itulah,30,201.27,p < 0.0001
sebab,Right,kata,28,42.22,p < 0.0001
sebab,Right,raja,26,0.46,not significant
sebab,Right,hendak,24,43.8,p < 0.0001
sebab,Right,kerana,24,52.43,p < 0.0001
sebab,Right,bendahara,22,19.26,p < 0.0001
sebab,Right,segala,21,4.86,p < 0.05
sebab,Right,hamba,21,49.56,p < 0.0001
sebab,Right,kita,21,20.86,p < 0.0001
sebab,Right,sembah,20,24.08,p < 0.0001
sebab,Right,ia,20,36.25,p < 0.0001
sebab,Right,tuanku,18,20.06,p < 0.0001
sebab,Right,melaka,18,25.39,p < 0.0001
sebab,Right,duli,16,26.73,p < 0.0001
sebab,Right,baginda,16,8.6,p < 0.01
sebab,Right,orang,15,0,not significant
sebab,Right,dipertuan,14,36.77,p < 0.0001
sebab,Right,patih,13,11.09,p < 0.001
sebab,Right,setelah,13,0,not significant
sebab,Right,aku,12,30.84,p < 0.0001
sebab,Right,anak,11,17.44,p < 0.0001
sebab,Right,menengar,11,13.24,p < 0.001
sebab,Right,datang,11,2,not significant
sebab,Right,membunuh,11,43.62,p < 0.0001
sebab,Right,adapun,10,14.49,p < 0.001
sebab,Right,inilah,10,46.99,p < 0.0001
sebab,Right,paduka,10,17.79,p < 0.0001
sebab,Right,hang,10,0,not significant
sebab,Right,demikian,10,9.65,p < 0.01
sebab,Right,tun,9,0,not significant
sebab,Right,kembali,9,17.24,p < 0.0001
sebab,Right,temenggung,9,17.62,p < 0.0001
sebab,Right,kepada,8,3.99,p < 0.05
sebab,Right,sang,8,6.18,p < 0.05
sebab,Right,titah,8,0,not significant
sebab,Right,sekarang,8,21.2,p < 0.0001
sebab,Right,anakku,8,16.67,p < 0.0001
sebab,Right,pula,8,11.24,p < 0.001
sebab,Right,sekalian,7,5.3,p < 0.05
sebab,Right,bicara,7,10.67,p < 0.01
sebab,Right,pergi,7,4.51,p < 0.05
sebab,Right,dapat,7,16.41,p < 0.0001
sebab,Right,masuk,7,5.09,p < 0.05
sebab,Right,seorang,7,9.64,p < 0.01
sebab,Right,daripada,7,7.04,p < 0.01
,,,,,
WORD: syahadan,,,,,
syahadan,Left,maka,66,0,not significant
syahadan,Left,pun,63,11.42,p < 0.001
syahadan,Left,raja,31,19.19,p < 0.0001
syahadan,Left,laksamana,23,0,not significant
syahadan,Left,segala,22,12.63,p < 0.001
syahadan,Left,baginda,16,12.58,p < 0.001
syahadan,Left,orang,16,0.85,not significant
syahadan,Left,tun,16,6.52,p < 0.05
syahadan,Left,terlalu,15,23.59,p < 0.0001
syahadan,Left,melaka,15,19.43,p < 0.0001
syahadan,Left,daripada,13,32.42,p < 0.0001
syahadan,Left,duli,12,16.13,p < 0.0001
syahadan,Left,tiada,11,1.32,not significant
syahadan,Left,ia,11,9.53,p < 0.01
syahadan,Left,datang,11,4.75,p < 0.05
syahadan,Left,negeri,11,19.24,p < 0.0001
syahadan,Left,paduka,10,20.29,p < 0.0001
syahadan,Left,mengadap,9,14.55,p < 0.001
syahadan,Left,emas,9,21.54,p < 0.0001
syahadan,Left,bawah,8,16.73,p < 0.0001
syahadan,Left,kuda,8,24.92,p < 0.0001
syahadan,Left,betara,8,5.03,p < 0.05
syahadan,Left,sekalian,7,7.05,p < 0.01
syahadan,Left,hendak,7,0,not significant
syahadan,Left,seperti,7,6.54,p < 0.05
syahadan,Left,gajah,7,2.49,not significant
syahadan,Left,setelah,7,0,not significant
syahadan,Left,seorang,6,7.91,p < 0.01
syahadan,Left,adapun,6,4.06,p < 0.05
syahadan,Left,jika,6,4.72,p < 0.05
syahadan,Left,patik,6,0,not significant
syahadan,Left,atas,6,7.19,p < 0.01
syahadan,Left,tuanku,6,0,not significant
syahadan,Left,saudagar,6,11,p < 0.001
syahadan,Left,angin,6,38.72,p < 0.0001
syahadan,Left,dipertuan,6,7.09,p < 0.01
syahadan,Left,tuah,6,0,not significant
syahadan,Left,majapahit,6,11.75,p < 0.001
syahadan,Left,duduk,6,1.99,not significant
syahadan,Left,ayahanda,5,10.09,p < 0.01
syahadan,Left,kerana,5,0,not significant
syahadan,Left,sang,5,0.41,not significant
syahadan,Left,kaya,5,9.6,p < 0.01
syahadan,Left,menyembah,5,3.6,not significant
syahadan,Left,sultan,5,17.81,p < 0.0001
syahadan,Left,pula,5,3.57,not significant
syahadan,Left,bendahara,5,0,not significant
syahadan,Left,menteri,5,6.93,p < 0.01
syahadan,Left,empat,5,4.25,p < 0.05
syahadan,Left,hulubalang,5,9.7,p < 0.01
syahadan,Right,maka,81,0,not significant
syahadan,Right,pun,73,31.01,p < 0.0001
syahadan,Right,raja,33,22.86,p < 0.0001
syahadan,Right,laksamana,29,0,not significant
syahadan,Right,segala,27,25.17,p < 0.0001
syahadan,Right,tun,20,16.05,p < 0.0001
syahadan,Right,baginda,18,17.48,p < 0.0001
syahadan,Right,orang,18,4.28,p < 0.05
syahadan,Right,hang,16,8.94,p < 0.01
syahadan,Right,tiada,15,10.34,p < 0.01
syahadan,Right,terlalu,14,19.37,p < 0.0001
syahadan,Right,daripada,14,36.27,p < 0.0001
syahadan,Right,setelah,14,0,not significant
syahadan,Right,bendahara,12,0,not significant
syahadan,Right,melaka,12,9.58,p < 0.01
syahadan,Right,tuah,11,3.31,not significant
syahadan,Right,besar,10,25.06,p < 0.0001
syahadan,Right,kata,10,0,not significant
syahadan,Right,negeri,10,15.07,p < 0.001
syahadan,Right,sang,9,10.86,p < 0.001
syahadan,Right,duduk,9,9.82,p < 0.01
syahadan,Right,kepada,8,5.57,p < 0.05
syahadan,Right,anak,8,9.17,p < 0.01
syahadan,Right,demikian,8,5.73,p < 0.05
syahadan,Right,hulubalang,8,22.63,p < 0.0001
syahadan,Right,banyak,8,15.36,p < 0.0001
syahadan,Right,menteri,7,14.06,p < 0.001
syahadan,Right,pakaian,7,28.26,p < 0.0001
syahadan,Right,adapun,7,6.54,p < 0.05
syahadan,Right,datang,7,0,not significant
syahadan,Right,patik,7,0,not significant
syahadan,Right,saudagar,7,14.63,p < 0.001
syahadan,Right,betara,7,2.17,not significant
syahadan,Right,jebat,7,0.23,not significant
syahadan,Right,suatu,7,20.04,p < 0.0001
syahadan,Right,apabila,6,19.1,p < 0.0001
syahadan,Right,ia,6,0,not significant
syahadan,Right,hendak,6,0,not significant
syahadan,Right,indah,6,17.07,p < 0.0001
syahadan,Right,titah,6,0,not significant
syahadan,Right,atas,6,6.88,p < 0.01
syahadan,Right,balai,6,16.99,p < 0.0001
syahadan,Right,benua,6,13.52,p < 0.001
syahadan,Right,jika,6,4.42,p < 0.05
syahadan,Right,manira,6,25.08,p < 0.0001
syahadan,Right,seri,6,1.6,not significant
syahadan,Right,seperti,6,3.45,not significant
syahadan,Right,penjurit,6,9.77,p < 0.01
syahadan,Right,teja,6,10.33,p < 0.01
syahadan,Right,adalah,6,26.53,p < 0.0001
,,,,,
WORD: sultan,,,,,
sultan,Left,maka,95,19.07,p < 0.0001
sultan,Left,pun,55,0,not significant
sultan,Left,datang,44,143.63,p < 0.0001
sultan,Left,sultan,29,206.99,p < 0.0001
sultan,Left,melaka,28,72.91,p < 0.0001
sultan,Left,dititahkan,26,165.22,p < 0.0001
sultan,Left,laksamana,26,0,not significant
sultan,Left,kata,25,39.77,p < 0.0001
sultan,Left,sekalian,24,84.76,p < 0.0001
sultan,Left,adapun,24,84.24,p < 0.0001
sultan,Left,hamba,23,65.59,p < 0.0001
sultan,Left,duli,22,57.57,p < 0.0001
sultan,Left,orang,20,11.2,p < 0.001
sultan,Left,paduka,19,64.08,p < 0.0001
sultan,Left,pekerjaan,18,86.16,p < 0.0001
sultan,Left,baginda,17,16.46,p < 0.0001
sultan,Left,seri,15,33.15,p < 0.0001
sultan,Left,segala,14,0,not significant
sultan,Left,tuanku,14,12.9,p < 0.001
sultan,Left,kedua,14,65.48,p < 0.0001
sultan,Left,negeri,14,32.08,p < 0.0001
sultan,Left,perahu,13,39.36,p < 0.0001
sultan,Left,mengadap,13,31.36,p < 0.0001
sultan,Left,apa,11,31.85,p < 0.0001
sultan,Left,bawah,11,30.67,p < 0.0001
sultan,Left,tuan,11,21.12,p < 0.0001
sultan,Left,lalu,10,0,not significant
sultan,Left,tuah,10,2.22,not significant
sultan,Left,kita,10,0,not significant
sultan,Left,tun,10,0,not significant
sultan,Left,raja,10,0,not significant
sultan,Left,daripada,10,20.29,p < 0.0001
sultan,Left,anakanda,10,40.3,p < 0.0001
sultan,Left,membawa,10,33.01,p < 0.0001
sultan,Left,hendak,10,3.83,not significant
sultan,Left,setelah,9,0,not significant
sultan,Left,daulat,9,14.13,p < 0.001
sultan,Left,anak,9,13.44,p < 0.001
sultan,Left,surat,9,20.85,p < 0.0001
sultan,Left,utusan,9,42.22,p < 0.0001
sultan,Left,oranglah,8,15.16,p < 0.0001
sultan,Left,patik,8,0,not significant
sultan,Left,kepada,8,6.47,p < 0.05
sultan,Left,dinamai,8,63.51,p < 0.0001
sultan,Left,mahmud,8,46.25,p < 0.0001
sultan,Left,bendahara,7,0,not significant
sultan,Left,hari,7,9.31,p < 0.01
sultan,Left,lagi,7,6.88,p < 0.01
sultan,Left,kerana,7,0.21,not significant
sultan,Left,mana,7,12.44,p < 0.001
sultan,Right,maka,70,0,not significant
sultan,Right,pun,56,0,not significant
sultan,Right,melaka,50,186.83,p < 0.0001
sultan,Right,sultan,29,206.2,p < 0.0001
sultan,Right,hendak,27,63.26,p < 0.0001
sultan,Right,duli,25,71.14,p < 0.0001
sultan,Right,setelah,23,18.96,p < 0.0001
sultan,Right,baginda,22,32.04,p < 0.0001
sultan,Right,rom,22,160.24,p < 0.0001
sultan,Right,hamba,20,50.9,p < 0.0001
sultan,Right,laksamana,19,0,not significant
sultan,Right,raja,18,0,not significant
sultan,Right,mahmud,18,132.77,p < 0.0001
sultan,Right,bawah,17,61.75,p < 0.0001
sultan,Right,paduka,16,48.03,p < 0.0001
sultan,Right,benua,15,62.55,p < 0.0001
sultan,Right,adapun,15,38.14,p < 0.0001
sultan,Right,datang,15,16.27,p < 0.0001
sultan,Right,negeri,15,36.03,p < 0.0001
sultan,Right,tanda,14,115.64,p < 0.0001
sultan,Right,berkasihkasihan,14,117.97,p < 0.0001
sultan,Right,ahmad,13,124.53,p < 0.0001
sultan,Right,kerana,12,12.97,p < 0.001
sultan,Right,segala,11,0,not significant
sultan,Right,mengadap,11,22.56,p < 0.0001
sultan,Right,betara,11,14.28,p < 0.001
sultan,Right,besar,11,30.59,p < 0.0001
sultan,Right,orang,10,0,not significant
sultan,Right,titah,10,2.56,not significant
sultan,Right,kita,10,0,not significant
sultan,Right,bendahara,9,0,not significant
sultan,Right,kepada,9,9.15,p < 0.01
sultan,Right,kata,9,0,not significant
sultan,Right,membawa,9,27.57,p < 0.0001
sultan,Right,panglima,9,57.48,p < 0.0001
sultan,Right,bedil,9,41.61,p < 0.0001
sultan,Right,patik,8,0,not significant
sultan,Right,surat,8,16.43,p < 0.0001
sultan,Right,naik,8,14.49,p < 0.001
sultan,Right,al,8,86.45,p < 0.0001
sultan,Right,menengar,7,4.07,p < 0.05
sultan,Right,sembah,7,0,not significant
sultan,Right,anak,7,6.75,p < 0.01
sultan,Right,atas,7,10.77,p < 0.01
sultan,Right,sekarang,7,18.66,p < 0.0001
sultan,Right,kedua,7,22.84,p < 0.0001
sultan,Right,shah,7,73.77,p < 0.0001
sultan,Right,tiada,6,0,not significant
sultan,Right,keling,6,17.73,p < 0.0001
sultan,Right,seri,6,2.1,not significant
,,,,,
WORD: hal,,,,,
hal,Left,maka,107,49.6,p < 0.0001
hal,Left,pun,65,21.38,p < 0.0001
hal,Left,segala,54,132.57,p < 0.0001
hal,Left,laksamana,28,0,not significant
hal,Left,bendahara,22,26.62,p < 0.0001
hal,Left,patik,21,27.78,p < 0.0001
hal,Left,baginda,18,19.93,p < 0.0001
hal,Left,tuanku,17,22.68,p < 0.0001
hal,Left,raja,16,0,not significant
hal,Left,datang,16,20.26,p < 0.0001
hal,Left,setelah,16,2.41,not significant
hal,Left,tiada,14,9.63,p < 0.01
hal,Left,sembah,13,8.8,p < 0.01
hal,Left,ia,13,16.71,p < 0.0001
hal,Left,orang,13,0,not significant
hal,Left,kerana,12,13.6,p < 0.001
hal,Left,lalu,11,1.65,not significant
hal,Left,kata,11,0,not significant
hal,Left,kepada,10,12.79,p < 0.001
hal,Left,hang,10,0,not significant
hal,Left,tun,10,0,not significant
hal,Left,kita,9,0,not significant
hal,Left,mengadap,9,15.31,p < 0.0001
hal,Left,melihat,9,16.5,p < 0.0001
hal,Left,apa,8,18.27,p < 0.0001
hal,Left,patih,8,1.73,not significant
hal,Left,duli,8,4.95,p < 0.05
hal,Left,adapun,8,10.7,p < 0.01
hal,Left,banyak,8,16.45,p < 0.0001
hal,Left,paduka,7,9.8,p < 0.01
